序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
15.0,长源电力,火电-央企,湖北-武汉,国家能源投资集团，火电装机量5.2GW,,,,,,,,ABCDEFGH,f1-电力运营
16.0,上海电力,火电-央企,上海,国家电力投资集团，火电装机量19GW,,,,,,,,ABCDEFGH,f1-电力运营
17.0,国投电力,火电-央企,北京,国家开发投资集团，火电装机量（含垃圾发电）11.88GW,,,,,,,,ABCDEFGH,f1-电力运营
18.0,粤电力A,火电-广东,广州,火电装机量20GW,,,,,,,,ABCDEFGH,f1-电力运营
19.0,宝新能源,火电-广东,广东-梅州,火电装机量0.34GW,,,,,,,,ABCDEFGH,f1-电力运营
20.0,深南电A,火电-广东,深圳,燃机发电装机量0.64GW,主营： 燃气发电,"主要模式：采用“油改气”的方式，利用进口的液化天然气（LNG）作为燃料进行发电。
运营主体：主要运营深圳妈湾电厂的两套9E燃气-蒸汽联合循环发电机组。",,,,,,ABCDEFGH,f1-电力运营
21.0,京能电力,火电-北京,北京,火电装机量17GW,,,,,,,,ABCDEFGH,f1-电力运营
22.0,江苏国信,火电-江苏,江苏-南京,火电装机量14GW,,,,,,,,ABCDEFGH,f1-电力运营
23.0,皖能电力,火电-安徽,安徽-合肥,火电装机量11.81GW,,,,,,,,ABCDEFGH,f1-电力运营
24.0,淮河能源,火电-安徽,安徽-芜湖,火力发电营收占比17%,,,,,,,,ABCDEFGH,f1-电力运营
25.0,通宝能源,火电-山西,山西-太原,火电装机量11GW,,,,,,,,ABCDEFGH,f1-电力运营
26.0,晋控电力,火电-山西,山西-太原,火电装机量8.8GW,,,,,,,,ABCDEFGH,f1-电力运营
27.0,建投能源,火电-河北,河北-石家庄,火电装机量9.15GW,,,,,,,,ABCDEFGH,f1-电力运营
28.0,福能股份,火电-福建,福建-南平,火电装机量4.15GW,,,,,,,,ABCDEFGH,f1-电力运营
29.0,华银电力,火电-湖南,湖南-长沙,火电装机量5.24GW,,,,,,,,ABCDEFGH,f1-电力运营
30.0,天富能源,火电-新疆,新疆-石河子,火电装机量1.67GW,,,,,,,,ABCDEFGH,f1-电力运营
31.0,赣能股份,火电-江西,江西-南昌,火电装机量1.4GW,,,,,,,,ABCDEFGH,f1-电力运营
32.0,内蒙华电,煤电一体化,内蒙-呼和浩特,煤电一体化企业火电装机量第一，火电装机量11.4GW,,,,,,,,ABCDEFGH,f1-电力运营
33.0,火电和煤电的区别,,,"火电：使用多种燃料，包括煤炭、天然气、石油等
",煤电：仅使用煤炭作为燃料。,,,,,,,ABCDEFGH,f1-电力运营
34.0,陕西能源,煤电一体化,陕西-榆林,煤电一体化企业火电装机量第二，火电装机量11.18GW,,,,,,,,ABCDEFGH,f1-电力运营
35.0,永泰能源,煤电一体化,山西-晋中,煤电一体化企业火电装机量第三，火电装机量8.9GW,,,,,,,,ABCDEFGH,f1-电力运营
36.0,豫能控股,煤电一体化,河南-郑州,煤电一体化企业火电装机量第四，火电装机量7.6GW,主营： 火电,参股先天算力，再以先天算力为主体收购郑州合盈数据控股权,,,,,,ABCDEFGH,f1-电力运营
37.0,广州发展,煤电一体化,广州,煤电一体化企业火电装机量第五，火电装机量4GW,,,,,,,,ABCDEFGH,f1-电力运营
38.0,苏能股份,煤电一体化,江苏-徐州,煤电一体化企业火电装机量第六，火电装机量1.7GW,,,,,,,,ABCDEFGH,f1-电力运营
39.0,华电能源,煤电一体化,黑龙江-哈尔滨,煤电一体化企业火电庄家梁6.4GW，持有西锦能源有限公司51%股权,公司是黑龙江地区能源保供的主力军,,,,,,,ABCDEFGH,f1-电力运营
40.0,水电-装机量前5,,,长江电力，川投能源，华能水电，国投电力，桂冠电力,,,,,,,,ABCDEFGH,f1-电力运营
41.0,长江电力,水电-装机量前五,北京-海淀,水电装机量71GW，全球最大的水电公司，三峡集团,,,,,,,,ABCDEFGH,f1-电力运营
42.0,川投能源,水电-装机量前五,四川-成都,水电装机量31GW，川投集团,,,,,,,,ABCDEFGH,f1-电力运营
43.0,华能水电,水电-装机量前五,云南-昆明,水电装机量22GW，华能集团,,,,,,,,ABCDEFGH,f1-电力运营
44.0,国投电力,水电-装机量前五,北京,水电装机量20GW，国家开发集团,,,,,,,,ABCDEFGH,f1-电力运营
45.0,桂冠电力,水电-装机量前五,广西-南宁,水电装机量10GW，大唐集团,,,,,,,,ABCDEFGH,f1-电力运营
46.0,水电,水电一般分布在长江流域，四川，广西，,,,,,,,,,,ABCDEFGH,f1-电力运营
47.0,川投能源,水电-四川,四川-成都,水电装机量31GW，沿雅砻江（long) 多市分布,,,,,,,,ABCDEFGH,f1-电力运营
48.0,国投电力,水电-四川,北京,水电装机量29GW，沿雅砻江 多市分布,,,,,,,,ABCDEFGH,f1-电力运营
49.0,乐山电力,水电-四川,四川-乐山市,水电装机量0.71GW，乐山市,,,,,,,,ABCDEFGH,f1-电力运营
50.0,西昌电力,水电-四川,四川省-凉山彝族自治州-西昌市,水电装机量0.7GW，西昌,,,,,,,,ABCDEFGH,f1-电力运营
51.0,广安爱众,水电-四川,四川-广安,水电装机量0.43GW，广安市,,,,,,,,ABCDEFGH,f1-电力运营
52.0,三峡水利,水电-四川,重庆-万州区,水电装机量0.074GW，重庆市,,,,,,,,ABCDEFGH,f1-电力运营
53.0,明星电力,水电-四川,四川-遂宁,水电装机量0.013GW，遂宁市,,,,,,,,ABCDEFGH,f1-电力运营
54.0,华能水电,水电-云南,云南-昆明,水电装机量22GW，沿澜沧江 多市分布,,,,,,,,ABCDEFGH,f1-电力运营
55.0,长江电力,水电-湖北,北京,水电装机量第一，71GW，沿长江多省分布,,,,,,,,ABCDEFGH,f1-电力运营
56.0,湖北能源,水电-湖北,湖北-武汉,水电装机量4.66GW，湖北多市分布,,,,,,,,ABCDEFGH,f1-电力运营
57.0,黔源电力,水电-贵州,贵州省-贵阳,水电装机量3GW，贵州多市分布,,,,,,,,ABCDEFGH,f1-电力运营
58.0,桂冠电力,水电-广西,广西-南宁,水电装机量10GW，沿珠江多市分布,,,,,,,,ABCDEFGH,f1-电力运营
59.0,广西能源,水电-广西,广西-贺州,水电装机量0.86GW，实控人广西贺州国资委,,,,,,,,ABCDEFGH,f1-电力运营
60.0,郴电国际,水电-湖南,湖南-郴州,水电装机量0.66GW，郴州市,,,,,,,,ABCDEFGH,f1-电力运营
61.0,湖南发展,水电-湖南,湖南-长沙,水电装机量0.17GW，长沙市,,,,,,,,ABCDEFGH,f1-电力运营
62.0,韶能股份,水电-广东,广东-韶关,水电装机量0.68GW，韶关市,主营： 水电,算电融合：公司正积极布局“源网荷储”一体化项目，成立了全资子公司专门从事算电融合业务，旨在为数据中心等算力设施提供绿色电力解决方案，这是公司未来的重点增长方向,水电业务：公司拥有并运营多个水电站，通过流域水库联合调度等方式提升水能利用率。这是其传统优势业务,生物质能发电：通过燃烧农林废弃物等生物质进行发电，公司在此领域持续布局，并推进相关减排项目,,,,ABCDEFGH,f1-电力运营
63.0,梅雁吉祥,水电-广东,广东-梅州,水电装机量0.15GW， 梅州市,,,,,,,,ABCDEFGH,f1-电力运营
64.0,甘肃能源,水电-甘肃-黄河,甘肃-兰州,水电装机量1.63GW，甘肃多市分布,,,,,,,,ABCDEFGH,f1-电力运营
65.0,浙江新能,水电-浙江-钱塘江水系,浙江-杭州,水电装机量1.12GW，浙江多市分布,"钱塘江不是长江的支流,钱塘江发源于安徽省休宁县青芝埭尖",,,,,,,ABCDEFGH,f1-电力运营
66.0,闽东电力,水电-福建,福建-宁德,水电装机量0.35GW，福建多市分布,福建有-闽江、九龙江、晋江、汀江、交溪等五大河流,,,,,,,ABCDEFGH,f1-电力运营
67.0,风电装机量前六,集中在，福建，宁夏，,,龙源电力，三峡能源，华能国际，金风科技，新天绿能，节能风电,,,,,,,,ABCDEFGH,f1-电力运营
68.0,龙源电力,风电装机量前六,北京,风电装机量A股第一，26GW,,,,,,,,ABCDEFGH,f1-电力运营
69.0,三峡能源,风电装机量前六,北京,风电装机量A股第二，15GW,,,,,,,,ABCDEFGH,f1-电力运营
70.0,华能国际,风电装机量前六,北京,"风电装机量A股第三,8.7GW",,,,,,,,ABCDEFGH,f1-电力运营
71.0,金风科技,风电装机量前六,新疆-乌鲁木齐,风电装机量A股第四，6.5GW,,,,,,,,ABCDEFGH,f1-电力运营
72.0,新天绿能,风电装机量前六,河北-石家庄,风电装机量A股第五，6.07GW，河北国资委,,,,,,,,ABCDEFGH,f1-电力运营
73.0,节能风电,风电装机量前六,北京,风电装机量A股第六，5.23GW，节能环保集团,,,,,,,,ABCDEFGH,f1-电力运营
74.0,中闽能源,风电-福建,福建-福州,风力发电营收占比97%，装机量0.9GW，福建国资委,,,,,,,,ABCDEFGH,f1-电力运营
75.0,福能股份,风电-福建,福建-南平,风电装机量1.8GW，风力发电量占福建风力总发电量的24%,,,,,,,,ABCDEFGH,f1-电力运营
76.0,嘉泽新能,风电-宁夏,宁夏-吴忠市,风力发电营收占比95%，装机量1.4GW,"宁夏吴忠市的名字由来可以追溯到明朝洪武初年（1368-1398年）。当时，为了防御西北少数民族的侵扰，明政府在宁夏一带设置了多个军屯堡寨，并以屯长的名字命名这些堡寨。
吴忠市的名字正是源于当时一位名叫吴忠的屯长，他所驻守的堡寨因此被称为“吴忠堡”",,,,,,,ABCDEFGH,f1-电力运营
77.0,银星能源,风电-宁夏,宁夏-银川,"风力发电营收占比88%,装机量1.4GW，风电装机量宁夏第四",主营：新能源发电,智能电网装备 (转型新引擎)：通过收购宁夏宁电环保设备有限公司等资产，公司切入了电网设备制造领域,,,,,,ABCDEFGH,f1-电力运营
78.0,江苏新能,风电-江苏,江苏-南京,风力发电营收占比87%，,,,,,,,,ABCDEFGH,f1-电力运营
79.0,中绿电,风电-天津,天津,风力发电营收占比77%，装机量3.83GW,,,,,,,,ABCDEFGH,f1-电力运营
80.0,金开新能,风电-天津,天津-和平区,风力发电营收占比41%，装机量1.21GW，天津国资委,主营：风力发电和光伏发电,业务覆盖全国23个省（区、市）。截至2025年9月，在运及在建项目超130个，持有光伏及风电资产规模居地方国有新能源上市公司前列,,,,,,ABCDEFGH,f1-电力运营
81.0,立新能源,风电-新疆,新疆-乌鲁木齐,"风力发电营收占比60%，装机量0.62GW,新疆国资委",主营：风力发电和光伏发电,公司正将储能作为战略级业务进行扩张，已从单一发电向“发、储、配、售”一体化转型。,是新疆能源集团旗下唯一的上市平台，也是新疆首家以新能源发电为主业的A股上市公司,,,,,ABCDEFGH,f1-电力运营
82.0,川能动力,风电-四川,四川-成都,风力发电营收占比35%，装机量0.92GW,,,,,,,,ABCDEFGH,f1-电力运营
83.0,浙江新能,风电-浙江,浙江杭州,风力发电营收占比33%，装机量1.28GW,,,,,,,,ABCDEFGH,f1-电力运营
84.0,中路股份,高空风能,上海,首创高空风能发电项目待满足国家电网要求后并网发电,,,,,,,,ABCDEFGH,f1-电力运营
85.0,九洲集团,风电-哈尔滨,哈尔滨,风力发电营收占比35%，装机量14GW,,,,,,,,ABCDEFGH,f1-电力运营
86.0,光伏装机量 前五,,,三峡能源，正泰电器，太阳能，吉电股份，上海电力,,,,,,,,ABCDEFGH,f1-电力运营
87.0,三峡能源,光伏装机量 前五,北京,光伏发电装机量A股第一，10.28GW ,,,,,,,,ABCDEFGH,f1-电力运营
88.0,正泰电器,光伏装机量 前五,浙江温州,光伏发电装机量A股第二，9.6GW,,,,,,,,ABCDEFGH,f1-电力运营
89.0,太阳能,光伏装机量 前五,重庆-渝中区,光伏发电装机量A股第三,,,,,,,,ABCDEFGH,f1-电力运营
90.0,吉电股份,光伏装机量 前五,吉林-长春,光伏发电装机量A股第四，5.8GW,,,,,,,,ABCDEFGH,f1-电力运营
91.0,上海电力,光伏装机量 前五,上海,燃煤发电转型新能源发电,,,,,,,,ABCDEFGH,f1-电力运营
92.0,晶科科技,光伏,江西-上饶,主营：光伏电站运营商,能源服务：布局储能、售电、绿电市场化交易、虚拟电厂及“光伏+多能互补”等综合能源服务,,,,,,,ABCDEFGH,f1-电力运营
93.0,芯能科技,光伏,浙江-嘉兴,,,,,,,,,ABCDEFGH,f1-电力运营
94.0,立新能源,光伏,新疆-乌鲁木齐,,,,,,,,,ABCDEFGH,f1-电力运营
95.0,浙江新能,光伏,杭州,水电， 风电，  光伏,,,,,,,,ABCDEFGH,f1-电力运营
96.0,兆新股份,光伏,广东-深圳,主营：“精细化工”与“新能源”,"核心产品：
环保功能涂料及辅料：包括气雾漆等。
绿色环保家居用品：如空气清新剂、杀虫剂等气雾剂产品。
汽车养护用品：如制动液、汽车尾气净化产品等",光伏电站运营：公司拥有并运营多个分布式光伏电站（如2025年半年报显示累计并网约131.82MW），将电力销售给国家电网，获取稳定的发电收益,光伏EPC（工程总承包）：这是近期增长最迅猛的业务，为客户提供光伏项目的整体解决方案。2025年该业务实现爆发式增长，成为营收增长的主要推手,,,,,ABCDEFGH,f1-电力运营
97.0,新筑股份,光伏,四川-成都,光伏发电,,,,,,,,ABCDEFGH,f1-电力运营
98.0,拓日新能,光伏,广东-深圳,,,,,,,,,ABCDEFGH,f1-电力运营
99.0,林洋能源,光伏,江苏- 南通,,,,,,,,,ABCDEFGH,f1-电力运营
100.0,黔源电力,光伏,贵州省-贵阳,,,,,,,,,ABCDEFGH,f1-电力运营
101.0,珈伟新能-300,光伏,济南,济南市高新区讯美科技广场1号楼27楼（公司原办公地址在深圳南山，已于近期（2026年2月）搬迁）,主营： 光伏电站EPC，风电项目，储能技术，智慧照明,实际控制人 阜阳市颍泉区国资委 (2024年引入),,,,,,ABCDEFGH,f1-电力运营
102.0,能辉科技-300,光伏,上海-普陀,,,,,,,,,ABCDEFGH,f1-电力运营
103.0,永清环保-300,光伏,湖南-长沙,已在郴州、益阳、衡阳等地投建多个光伏项目,,,,,,,,ABCDEFGH,f1-电力运营
104.0,雅博股份,光伏,山东-枣庄,公司业务包括新能源电站EPC总包，光伏建筑一体化，微电网系统,,,,,,,,ABCDEFGH,f1-电力运营
105.0,中国广核,核电,深圳,,,,,,,,,ABCDEFGH,f1-电力运营
106.0,中国核电,核电,北京-海淀,,,,,,,,,ABCDEFGH,f1-电力运营
107.0,京能热力,供热,北京,供热营收A股第1,,,,,,,,ABCDEFGH,f1-电力运营
108.0,金房能源,供热,北京,供热营收A股第2,主营： 供热运营服务,蓄冷储能业务（新兴板块）：数据中心（IDC）与液冷概念：公司的蓄冷系统能够为数据中心提供应急冷源保障，具备“物理储能”优势。其子公司还拥有涵盖冷却液定制、散热结构优化的数据中心高效液冷方案，深度契合了当前AI算力爆发背景下的散热需求。,,,,,,ABCDEFGH,f1-电力运营
,惠天热电,供热,沈阳,沈阳市第2大专业供热上市公司,,,,,,,,,
109.0,联美控股,供热,辽宁-沈阳,供热和传媒双主业务（联美控股，联美地产，贵州安酒，兆讯传媒,,,,,,,,ABCDEFGH,f2-电力运营
110.0,廊坊发展,供热,河北-廊坊,供热营收A股第3,,,,,,,,ABCDEFGH,f1-电力运营
111.0,工大科雅-300,供热,河北石家庄,一站式智慧供热系统集成服务商,,,,,,,,ABCDEFGH,f1-电力运营
112.0,恒盛能源,热电,浙江,热电厂，是指在发电的同时，还利用汽轮机的抽汽或排汽为用户供热的火电厂,,,,,,,,ABCDEFGH,f1-电力运营
113.0,新中港,热电,浙江-嵊州市,主营： 热电,"新中港（股票代码：605162）是一家位于浙江省嵊州市的热电联产企业，其核心主营业务是采用热电联产的方式进行热力产品、电力产品和压缩空气的生产及供应。
",嵊（sheng)州市(嵊山)隶属于浙江省绍兴市，是一座历史悠久、底蕴深厚的江南小城。这里不仅是越剧的发源地（被誉为“越剧之乡”），还是知名的“小吃王国”和全球领带产业的重要基地。,,,,,,ABCDEFGH,f1-电力运营
114.0,世茂能源,热电,浙江,,,,,,,,,ABCDEFGH,f1-电力运营
115.0,富春环保,热电,浙江,,,,,,,,,ABCDEFGH,f1-电力运营
116.0,杭州热电,热电,浙江,,,,,,,,,ABCDEFGH,f1-电力运营
117.0,宁波能源,热电,浙江,,,,,,,,,ABCDEFGH,f1-电力运营
118.0,百通能源,热电,江西,主营：蒸汽和电力,"公司主要在工业园区内建设热电联产装置或供热锅炉，通过燃烧煤炭（主要燃料）产生高温高压蒸汽。
蒸汽：直接通过管道输送给园区内的工业企业客户使用。
电力：蒸汽在推动汽轮机做功后，带动发电机产生的“副产品”，直接出售给国家电网","百通能源的业务具有很强的区域垄断性（供热半径通常在10公里左右）3。公司采取“集团管理+项目公司”的模式，在多个省份的工业园区设立了子公司进行运营2。
覆盖区域：业务已分布至江苏、山东、江西、贵州、湖北等区域24。
具体项目包括：江苏宿迁（泗阳）、江苏连云港（赣榆）、江西抚州（金溪）、山东菏泽（曹县）、山东临沂（蒙阴）等地的工业园区2。
主要客户：涵盖了化工、食品、纺织、医药等多个行业的工业制造企业（如子公司泗阳百通、曹县百通等均为当地园区提供集中供热）", 百通能源就是一家“工业园区的供热商”，靠卖蒸汽给工厂赚钱，顺便卖电给电网。其业务稳定性取决于园区内工厂的开工率以及煤炭成本的控制能力,,,,,ABCDEFGH,f1-电力运营
119.0,大连热电,热电,辽宁,,,,,,,,,ABCDEFGH,f1-电力运营
120.0,长青集团,热电,河北,,,,,,,,,ABCDEFGH,f1-电力运营
121.0,哈投股份,热电,哈尔滨,,,,,,,,,ABCDEFGH,f1-电力运营
122.0,国电南瑞,虚拟电厂-调度硬件,南京,调度类硬件国网招标份额第1,,,,,,,,ABCDEFGH,f1-电力运营
123.0,国网通信,虚拟电厂-调度硬件,四川-阿坝藏族羌族自治州,调度类硬件国网招标份额第2,,,,,,,,ABCDEFGH,f1-电力运营
124.0,四方股份,虚拟电厂-调度硬件,北京,调度类硬件国网招标份额第3,,,,,,,,ABCDEFGH,f1-电力运营
125.0,东方电子,虚拟电厂-调度硬件,烟台,调度类硬件国网招标份额第4,,,,,,,,ABCDEFGH,f1-电力运营
126.0,积成电子,虚拟电厂-调度硬件,济南,调度类硬件国网招标份额第5,主营： 电网自动化,"调度自动化：为电网指挥中心提供软件系统，相当于电网的“大脑”，负责监控和指挥整个电网的安全运行。
变电站自动化：提供变电站内的保护和控制设备，实现无人值守和远程监控。
配用电自动化：包括配电终端、电能信息采集系统（智能电表及集抄系统），负责将电能安全、精准地分配到千家万户","新能源：光储充一体化：提供集光伏发电、储能、充电、微网控制于一体的系统解决方案，应用于工业园区和高速服务区4。
新能源集控：为风电场、光伏电站提供远程集中监控和运维平台，帮助发电企业实现“无人值班、少人值守",,,,,ABCDEFGH,f1-电力运营
127.0,国网英大,虚拟电厂-调度硬件,上海,调度类硬件国网招标份额第6,,,,,,,,ABCDEFGH,f1-电力运营
128.0,涪陵电力,虚拟电厂-负荷聚合,,,,,,,,,,ABCDEFGH,f1-电力运营
129.0,国网信通,虚拟电厂-负荷聚合,四川,,,,,,,,,ABCDEFGH,f1-电力运营
130.0,恒实科技-300,虚拟电厂-负荷聚合,北京,,,,,,,,,ABCDEFGH,f1-电力运营
131.0,朗新集团-300,虚拟电厂-负荷聚合,江苏-无锡,,,,,,,,,ABCDEFGH,f1-电力运营
132.0,远光软件,虚拟电厂-负荷聚合,广东-珠海,主营：数字企业、智慧能源”两大核心赛道,国家电网旗下的唯一上市软件平台,虚拟电厂： 细分赛道。公司拥有虚拟电厂运营平台，并已在广东、山东等地推广，直接响应国家关于能源转型和新型电力系统建设的号召。,AI应用/DeepSeek ：技术亮点。公司已全面集成DeepSeek大模型，发布“远光天蜂AI中台”，在国家电网、南方电网等客户上线了智能问答、智能填报等应用，实现了AI技术的商业化落地。,,,,,ABCDEFGH,f1-电力运营
133.0,国能日新-300,虚拟电厂-功率预测,北京,,,,,,,,,ABCDEFGH,f1-电力运营
134.0,北京科锐,虚拟电厂-业务相关,北京,能量管理系统EMS可用于虚拟电厂,,,,,,,,ABCDEFGH,f1-电力运营
135.0,浙大网新,虚拟电厂-业务相关,杭州,中标华云科技虚拟电厂项目,,,,,,,,ABCDEFGH,f1-电力运营
136.0,金智科技,虚拟电厂-业务相关,江苏-南京,掌握分布式新能源优化协调等虚拟电长技术,,,,,,,,ABCDEFGH,f1-电力运营
137.0,科远智慧,虚拟电厂-业务相关,江苏-南京,拥有全景虚拟电厂工厂解决方案,,,,,,,,ABCDEFGH,f1-电力运营
