序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
21,合肥城建,存储芯片两大巨头-长鑫存储,合肥,公司母公司为长鑫存储第一大股东,主营：地产开发、物业管理,,,,,,,ABCDEFGH,x109-存储芯片
22,万润科技,产品-转型,深圳,,,,,,,,,ABCDEFGH,x109-存储芯片
23,江波龙-300,产品-模组,深圳,,,,,,,,,ABCDEFGH,x109-存储芯片
24,佰维存储-688,产品-模组,深圳,,,,,,,,,ABCDEFGH,x109-存储芯片
25,德明利,产品-模组,深圳,主营：固态硬盘和嵌入式存储,"公司的核心能力在于自主可控的存储主控芯片与固件方案的研发7。基于此，德明利构建了“硬科技+软服务”的体系，产品广泛应用于数据中心、手机、PC、车载电子等领域7。
固态硬盘 (SSD)：已成为公司第一大业务板块，2025年营收45.82亿元。公司通过定制化方案成功进入多家头部互联网厂商及服务器品牌的供应链24。
嵌入式存储：2025年营收36.63亿元，同比增长334.43%，主要得益于与国产SoC平台的深度适配23。
内存条：2025年营收10.51亿元，以自研技术保障AI场景下的稳定运行",,,,,,,ABCDEFGH,x109-存储芯片
26,诚邦股份,产品-模组,浙江-杭州,主营：半导体存储业务和生态环境建设业务,半导体存储业务（转型核心，营收占比超70%）,"业务模式：构建了“芯片封测与模组产销一体化”的经营模式，实现了从存储晶圆到终端产品的全流程自主管控。
核心产品：聚焦三大矩阵，产品覆盖固态硬盘（SSD）、移动存储、嵌入式存储（如 LPDDR、EMMC、SD NAND）。","涨停原因：核心催化：跨界转型半导体存储（最强引爆点）
这是本轮股价暴涨最核心的催化剂。公司正从传统的生态环境业务，全面向“半导体存储”双主业转型，且成效显著。
主业彻底切换：根据公司2025年年报及2026年一季报，半导体存储业务收入占比已达67.61%，正式确立了其第一大主业的地位。",,,,,ABCDEFGH,x109-存储芯片
27,兆易创新,产品-DRAM（内存）,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
28,北京君正-300,产品-DRAM（内存）,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
29,东芯股份-600,产品-DRAM（内存）,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
30,大为股份,产品-DRAM（内存）,深圳,,,,,,,,,ABCDEFGH,x109-存储芯片
31,东芯股份-600,产品-NAND FLASH,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
32,兆易创新,产品-NAND FLASH,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
33,兆易创新,产品-NOR FLASH,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
34,普冉股份-688,产品-NOR FLASH,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
35,恒烁股份-688,产品-NOR FLASH,安徽-合肥,,,,,,,,,ABCDEFGH,x109-存储芯片
36,聚辰股份-688,产品-EEPROM（内置存储信息）,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
37,普冉股份-688,产品-EEPROM（内置存储信息）,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
38,复旦微电-688,产品-EEPROM（内置存储信息）,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
39,太极实业,产品-HBM(内存）,江苏-无锡,,,,,,,,,ABCDEFGH,x109-存储芯片
40,雅克科技,产品-HBM(内存）,江苏-无锡,,,,,,,,,ABCDEFGH,x109-存储芯片
41,亚威股份,产品-HBM(内存）,江苏-扬州,,,,,,,,,ABCDEFGH,x109-存储芯片
42,香农芯创-300,产品-HBM(内存）,安徽-宣城,,,,,,,,,ABCDEFGH,x109-存储芯片
43,通富微电,产品-HBM(内存）,江苏-南通,,,,,,,,,ABCDEFGH,x109-存储芯片
44,北京君正-300,产品-SRAM（内置存储）,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
45,纳思达,产品-SRAM（内置存储）,广东-珠海,,,,,,,,,ABCDEFGH,x109-存储芯片
46,航宇微-300,产品-SRAM（内置存储）,广东-珠海,,,,,,,,,ABCDEFGH,x109-存储芯片
47,航天智造,产品-SRAM（内置存储）,湖南-长沙,,,,,,,,,ABCDEFGH,x109-存储芯片
48,易华录-300,光存储,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
49,宁波建工,光存储,浙江-宁波,,,,,,,,,ABCDEFGH,x109-存储芯片
50,同有科技-300,业务相关性,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
51,朗科科技-300,业务相关性,深圳,主营： 存储-U盘（闪存盘）的发明者，被誉为“中国移动存储第一股,"主要产品：
固态硬盘：包括SATA/NVMe协议的消费级及企业级SSD。
内存条：涵盖DDR4/DDR5等各代产品。
移动/嵌入式存储：U盘、存储卡，以及用于手机、行车记录仪等设备的嵌入式存储芯片。
消费电子：可穿戴设备（如智能音频眼镜）、电脑外设（集线器、硬盘盒）","算力租赁/销售：全资子公司韶关乳源朗坤科技积极拓展服务器销售业务，已签订小批量订单并实现部分交付23。
",,,,,,ABCDEFGH,x109-存储芯片
52,东芯股份-600,业务相关性,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
53,普冉股份-688,业务相关性,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
54,聚辰股份-688,业务相关性,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
55,恒烁股份-688,业务相关性,安徽-合肥,,,,,,,,,ABCDEFGH,x109-存储芯片
56,北京君正-300,业务相关性,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
57,兆易创新,业务相关性,北京,,,,,,,,,ABCDEFGH,x109-存储芯片
58,翔港科技,业务相关性,上海,,,,,,,,,ABCDEFGH,x109-存储芯片
59,深科技,服务-封测,深圳,主营：存储半导体、高端制造、计量智能终端,,,,,,,,ABCDEFGH,x109-存储芯片
60,通富微电,服务-封测,江苏-南通,,,,,,,,,ABCDEFGH,x109-存储芯片
61,广立微-300,服务-封测,浙江-杭州,,,,,,,,,ABCDEFGH,x109-存储芯片
62,西测测试-300,服务-封测,陕西-西安,主营：检验检测服务,"环境与可靠性试验：模拟产品在极端环境（如高低温、振动、冲击）下的表现，看其是否皮实耐用。
","电磁兼容性试验：测试电子产品在电磁环境中能否正常工作，既不干扰别人，也不被别人干扰。
","电子元器件检测筛选：对采购来的电子元器件进行“真假”鉴别和质量筛选，剔除劣质品12。
",商业航天超级代工厂：传统模式下，一家商业航天公司需要找A厂买零件，B厂做检测，C厂做组装，效率低且责任难分。西测测试提供“一条龙”服务，让客户只对接这一个“超级供应商”,客户案例：已与长光卫星、蓝箭航天、星际荣耀等商业航天头部企业展开合作,,,ABCDEFGH,x109-存储芯片
63,思科瑞-688,服务-封测,四川-成都,,,,,,,,,ABCDEFGH,x109-存储芯片
64,中电港,服务-分销商,深圳,主营： 电子元器件授权分销,这是公司的基石业务，收入占比超90%5。公司就像一个“超级代理商”，把上游芯片厂商的产品卖给下游的电子产品制造商,"产品线极其丰富：公司拥有约130条国内外优质集成电路企业的分销授权26。
国际大牌：包括英伟达（NVIDIA）、AMD、高通（Qualcomm）、恩智浦（NXP）、ADI等78。
国产龙头：包括紫光展锐、豪威科技、兆易创新、昆仑芯、天数智芯等",,,,,,ABCDEFGH,x109-存储芯片
65,香农芯创-300,服务-分销商,安徽-宣城,,,,,,,,,ABCDEFGH,x109-存储芯片
